nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
0059 000520 6523.14747 0.0000947988
0060 000529 6523.74055 0.0000909193
0061 000538 6524.30947 0.0000872072
0062 000547 6524.85526 0.0000836547
0063 000556 6525.37891 0.0000802547
0064 000564 6525.88136 0.0000770003
0065 000573 6526.36353 0.0000738851
0066 000582 6526.82627 0.0000709032
0067 000591 6527.27041 0.0000680488
0068 000600 6527.69675 0.0000653164
0069 000609 6528.10604 0.0000627008
0070 000618 6528.49902 0.0000601972
0071 000626 6528.87637 0.0000578008
0072 000635 6529.23877 0.0000555071
0073 000644 6529.58685 0.0000533117
0074 000653 6529.92124 0.0000512105
0075 000662 6530.24251 0.0000491996
0076 000671 6530.55122 0.0000472751
0077 000680 6530.84793 0.0000454333
0078 000688 6531.13313 0.0000436707
0079 000697 6531.40734 0.0000419840
0080 000706 6531.67101 0.0000403699
0081 000715 6531.92460 0.0000388253
0082 000723 6532.16855 0.0000373472
0083 000732 6532.40327 0.0000359327
0084 000741 6532.62916 0.0000345791
0085 000750 6532.84659 0.0000332837
0086 000759 6533.05592 0.0000320440
0087 000768 6533.25752 0.0000308575
0088 000777 6533.45170 0.0000297220
0089 000785 6533.63879 0.0000286351
0090 000794 6533.81908 0.0000275948
0091 000803 6533.99287 0.0000265989
0092 000812 6534.16044 0.0000256455
0093 000821 6534.32205 0.0000247327
0094 000830 6534.47795 0.0000238588
0095 000839 6534.62838 0.0000230219
0096 000847 6534.77359 0.0000222204
0097 000856 6534.91378 0.0000214528
0098 000865 6535.04916 0.0000207175
0099 000874 6535.17995 0.0000200130
0100 000883 6535.30633 0.0000193381
0101 000893 6535.42848 0.0000186913
0102 000901 6535.54658 0.0000180714
0103 000910 6535.66081 0.0000174773
0104 000919 6535.77131 0.0000169076
0105 000928 6535.87824 0.0000163615
0106 000937 6535.98176 0.0000158377
0107 000946 6536.08199 0.0000153353
0108 000955 6536.17907 0.0000148533
0109 000963 6536.27313 0.0000143909
0110 000972 6536.36429 0.0000139471
0111 000980 6536.45267 0.0000135212
0112 000988 6536.53838 0.0000131123
0113 000996 6536.62152 0.0000127196
0114 001005 6536.70220 0.0000123425
0115 001013 6536.78051 0.0000119803
0116 001020 6536.85655 0.0000116323
0117 001029 6536.93040 0.0000112979
0118 001036 6537.00216 0.0000109764
0119 001044 6537.07189 0.0000106675
0120 001051 6537.13968 0.0000103704
0121 001058 6537.20561 0.0000100846
0122 001066 6537.26973 0.0000098098
Start evaluating ...
  Columns 1 through 7

    0.2762    0.3689    0.4301    0.4748    0.5101    0.5385    0.5625

  Columns 8 through 10

    0.5834    0.5990    0.6133

    0.0905

Elapsed time is 1075.321066 seconds.
