nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
0035 003110 -376.50152:[8179.70649:-69.07689:-40.23835] 0.0012435427
0036 003187 -376.08024:[8178.57632:-68.11382:-40.77802] 0.0011189345
0037 003267 -375.70146:[8177.49000:-67.21329:-41.29708] 0.0010071871
0038 003344 -375.36072:[8176.44643:-66.37051:-41.79597] 0.0009069336
0039 003424 -375.05407:[8175.44450:-65.58113:-42.27517] 0.0008169600
0040 003504 -374.77796:[8174.48308:-64.84121:-42.73516] 0.0007361872
0041 003583 -374.52924:[8173.56102:-64.14713:-43.17644] 0.0006636566
0042 003661 -374.30507:[8172.67715:-63.49563:-43.59954] 0.0005985167
0043 003738 -374.10295:[8171.83029:-62.88369:-44.00496] 0.0005400101
0044 003813 -373.92059:[8171.01929:-62.30856:-44.39325] 0.0004874606
0045 003890 -373.75596:[8170.24296:-61.76772:-44.76494] 0.0004402620
0046 003968 -373.60726:[8169.50014:-61.25885:-45.12054] 0.0003978687
0047 004042 -373.47284:[8168.78970:-60.77982:-45.46059] 0.0003597895
0048 004119 -373.35124:[8168.11048:-60.32865:-45.78562] 0.0003255827
0049 004195 -373.24116:[8167.46136:-59.90353:-46.09615] 0.0002948521
0050 004266 -373.14141:[8166.84124:-59.50279:-46.39270] 0.0002672423
0051 004339 -373.05095:[8166.24901:-59.12488:-46.67578] 0.0002424341
0052 004414 -372.96882:[8165.68362:-58.76834:-46.94590] 0.0002201413
0053 004481 -372.89419:[8165.14401:-58.43186:-47.20355] 0.0002001070
0054 004545 -372.82629:[8164.62917:-58.11418:-47.44922] 0.0001821016
0055 004619 -372.76443:[8164.13809:-57.81417:-47.68338] 0.0001659195
0056 004678 -372.70800:[8163.66981:-57.53074:-47.90650] 0.0001513762
0057 004758 -372.65645:[8163.22339:-57.26291:-48.11903] 0.0001383053
0058 004837 -372.60929:[8162.79790:-57.00973:-48.32140] 0.0001265558
0059 004903 -372.56607:[8162.39248:-56.77034:-48.51404] 0.0001159916
0060 004971 -372.52640:[8162.00625:-56.54393:-48.69736] 0.0001064910
0061 005037 -372.48991:[8161.63839:-56.32975:-48.87178] 0.0000979452
0062 005105 -372.45629:[8161.28809:-56.12708:-49.03766] 0.0000902562
0063 005176 -372.42525:[8160.95459:-55.93527:-49.19540] 0.0000833357
0064 005236 -372.39653:[8160.63714:-55.75368:-49.34534] 0.0000771046
0065 005297 -372.36991:[8160.33502:-55.58175:-49.48785] 0.0000714918
0066 005367 -372.34517:[8160.04754:-55.41891:-49.62325] 0.0000664342
0067 005435 -372.32213:[8159.77403:-55.26467:-49.75188] 0.0000618755
0068 005500 -372.30063:[8159.51386:-55.11854:-49.87403] 0.0000577656
0069 005566 -372.28050:[8159.26642:-54.98007:-49.99001] 0.0000540599
0070 005632 -372.26162:[8159.03111:-54.84883:-50.10011] 0.0000507179
0071 005693 -372.24386:[8158.80739:-54.72443:-50.20459] 0.0000477033
0072 005746 -372.22712:[8158.59470:-54.60649:-50.30373] 0.0000449837
0073 005806 -372.21128:[8158.39254:-54.49466:-50.39776] 0.0000425309
0074 005867 -372.19628:[8158.20042:-54.38860:-50.48694] 0.0000403177
0075 005929 -372.18202:[8158.01786:-54.28800:-50.57149] 0.0000383189
0076 005990 -372.16843:[8157.84440:-54.19257:-50.65163] 0.0000365117
0077 006061 -372.15545:[8157.67962:-54.10203:-50.72757] 0.0000348748
0078 006132 -372.14302:[8157.52310:-54.01611:-50.79952] 0.0000333886
0079 006201 -372.13110:[8157.37444:-53.93457:-50.86767] 0.0000320364
0080 006271 -372.11964:[8157.23327:-53.85718:-50.93221] 0.0000308050
0081 006342 -372.10859:[8157.09922:-53.78370:-50.99331] 0.0000296842
0082 006403 -372.09792:[8156.97195:-53.71394:-51.05115] 0.0000286650
0083 006471 -372.08760:[8156.85113:-53.64770:-51.10587] 0.0000277393
0084 006532 -372.07759:[8156.73645:-53.58480:-51.15763] 0.0000268995
0085 006600 -372.06787:[8156.62761:-53.52505:-51.20658] 0.0000261383
0086 006671 -372.05840:[8156.52434:-53.46829:-51.25286] 0.0000254480
0087 006731 -372.04916:[8156.42635:-53.41436:-51.29658] 0.0000248216
0088 006800 -372.04014:[8156.33339:-53.36312:-51.33788] 0.0000242522
0089 006864 -372.03131:[8156.24522:-53.31443:-51.37688] 0.0000237327
0090 006937 -372.02266:[8156.16160:-53.26815:-51.41369] 0.0000232567
0091 006996 -372.01417:[8156.08231:-53.22416:-51.44842] 0.0000228197
0092 007062 -372.00583:[8156.00713:-53.18233:-51.48117] 0.0000224194
0093 007138 -371.99763:[8155.93586:-53.14256:-51.51205] 0.0000220532
0094 007205 -371.98955:[8155.86831:-53.10474:-51.54113] 0.0000217153
0095 007266 -371.98159:[8155.80429:-53.06877:-51.56853] 0.0000213994
0096 007326 -371.97374:[8155.74362:-53.03455:-51.59432] 0.0000211026
0097 007391 -371.96599:[8155.68615:-53.00200:-51.61858] 0.0000208252
0098 007447 -371.95834:[8155.63170:-52.97102:-51.64139] 0.0000205675
0099 007520 -371.95078:[8155.58013:-52.94154:-51.66282] 0.0000203293
0100 007581 -371.94330:[8155.53130:-52.91348:-51.68295] 0.0000201087
0101 007667 -371.93590:[8155.48507:-52.88676:-51.70183] 0.0000199026
0102 007733 -371.92857:[8155.44131:-52.86132:-51.71953] 0.0000197075
0103 007786 -371.92131:[8155.39989:-52.83709:-51.73612] 0.0000195216
0104 007840 -371.91411:[8155.36071:-52.81402:-51.75164] 0.0000193456
0105 007905 -371.90698:[8155.32363:-52.79203:-51.76616] 0.0000191815
0106 007964 -371.89990:[8155.28858:-52.77108:-51.77972] 0.0000190303
0107 008022 -371.89287:[8155.25543:-52.75112:-51.79236] 0.0000188918
0108 008099 -371.88590:[8155.22410:-52.73208:-51.80414] 0.0000187635
0109 008162 -371.87896:[8155.19450:-52.71394:-51.81510] 0.0000186407
0110 008219 -371.87208:[8155.16654:-52.69663:-51.82528] 0.0000185196
0111 008288 -371.86523:[8155.14013:-52.68012:-51.83472] 0.0000183990
0112 008339 -371.85844:[8155.11520:-52.66437:-51.84347] 0.0000182792
0113 008412 -371.85168:[8155.09167:-52.64934:-51.85155] 0.0000181612
0114 008483 -371.84497:[8155.06946:-52.63500:-51.85901] 0.0000180473
0115 008558 -371.83830:[8155.04852:-52.62130:-51.86587] 0.0000179403
0116 008620 -371.83167:[8155.02878:-52.60821:-51.87217] 0.0000178419
0117 008694 -371.82507:[8155.01018:-52.59571:-51.87792] 0.0000177508
0118 008754 -371.81850:[8154.99267:-52.58377:-51.88317] 0.0000176626
0119 008816 -371.81197:[8154.97618:-52.57235:-51.88793] 0.0000175729
0120 008871 -371.80547:[8154.96067:-52.56144:-51.89224] 0.0000174801
0121 008932 -371.79900:[8154.94607:-52.55100:-51.89611] 0.0000173854
0122 008989 -371.79257:[8154.93236:-52.54101:-51.89958] 0.0000172921
0123 009041 -371.78618:[8154.91948:-52.53145:-51.90266] 0.0000172023
0124 009115 -371.77981:[8154.90738:-52.52230:-51.90537] 0.0000171160
0125 009183 -371.77348:[8154.89604:-52.51354:-51.90774] 0.0000170344
0126 009249 -371.76718:[8154.88541:-52.50514:-51.90977] 0.0000169595
0127 009313 -371.76090:[8154.87546:-52.49709:-51.91148] 0.0000168913
0128 009374 -371.75464:[8154.86616:-52.48938:-51.91289] 0.0000168275
0129 009430 -371.74841:[8154.85747:-52.48198:-51.91402] 0.0000167639
0130 009500 -371.74220:[8154.84936:-52.47488:-51.91487] 0.0000166978
0131 009566 -371.73602:[8154.84180:-52.46806:-51.91548] 0.0000166273
0132 009635 -371.72987:[8154.83476:-52.46152:-51.91584] 0.0000165524
0133 009693 -371.72374:[8154.82821:-52.45523:-51.91599] 0.0000164739
0134 009758 -371.71765:[8154.82213:-52.44919:-51.91592] 0.0000163927
0135 009829 -371.71159:[8154.81648:-52.44338:-51.91566] 0.0000163095
0136 009890 -371.70556:[8154.81125:-52.43779:-51.91521] 0.0000162259
0137 009964 -371.69956:[8154.80641:-52.43241:-51.91458] 0.0000161435
0138 010040 -371.69358:[8154.80194:-52.42723:-51.91379] 0.0000160643
0139 010113 -371.68764:[8154.79784:-52.42224:-51.91284] 0.0000159876
0140 010176 -371.68173:[8154.79406:-52.41743:-51.91174] 0.0000159109
0141 010245 -371.67584:[8154.79061:-52.41280:-51.91050] 0.0000158333
0142 010305 -371.66999:[8154.78746:-52.40833:-51.90913] 0.0000157578
0143 010376 -371.66416:[8154.78460:-52.40401:-51.90763] 0.0000156871
0144 010434 -371.65835:[8154.78202:-52.39984:-51.90602] 0.0000156209
0145 010498 -371.65257:[8154.77969:-52.39581:-51.90428] 0.0000155561
0146 010562 -371.64681:[8154.77762:-52.39192:-51.90244] 0.0000154895
0147 010613 -371.64108:[8154.77577:-52.38815:-51.90050] 0.0000154202
0148 010685 -371.63538:[8154.77415:-52.38451:-51.89847] 0.0000153501
0149 010752 -371.62970:[8154.77273:-52.38098:-51.89635] 0.0000152812
0150 010825 -371.62404:[8154.77151:-52.37756:-51.89414] 0.0000152137
0151 010883 -371.61841:[8154.77048:-52.37424:-51.89186] 0.0000151465
0152 010950 -371.61281:[8154.76962:-52.37103:-51.88951] 0.0000150784
0153 011000 -371.60723:[8154.76893:-52.36791:-51.88708] 0.0000150098
0154 011069 -371.60168:[8154.76840:-52.36488:-51.88460] 0.0000149411
0155 011141 -371.59615:[8154.76801:-52.36193:-51.88205] 0.0000148720
0156 011206 -371.59065:[8154.76777:-52.35907:-51.87945] 0.0000148010
0157 011272 -371.58518:[8154.76766:-52.35629:-51.87680] 0.0000147262
0158 011338 -371.57974:[8154.76766:-52.35358:-51.87411] 0.0000146476
0159 011400 -371.57433:[8154.76779:-52.35094:-51.87138] 0.0000145674
0160 011471 -371.56894:[8154.76802:-52.34837:-51.86860] 0.0000144899
0161 011529 -371.56358:[8154.76836:-52.34587:-51.86579] 0.0000144182
0162 011600 -371.55825:[8154.76880:-52.34342:-51.86295] 0.0000143522
0163 011665 -371.55294:[8154.76934:-52.34104:-51.86006] 0.0000142891
0164 011728 -371.54766:[8154.76996:-52.33871:-51.85715] 0.0000142270
0165 011793 -371.54239:[8154.77067:-52.33644:-51.85421] 0.0000141658
0166 011857 -371.53715:[8154.77147:-52.33422:-51.85123] 0.0000141067
0167 011928 -371.53193:[8154.77234:-52.33204:-51.84823] 0.0000140513
0168 011990 -371.52673:[8154.77329:-52.32992:-51.84520] 0.0000139995
0169 012046 -371.52155:[8154.77431:-52.32784:-51.84215] 0.0000139492
0170 012108 -371.51638:[8154.77539:-52.32580:-51.83908] 0.0000138977
0171 012171 -371.51124:[8154.77654:-52.32380:-51.83598] 0.0000138427
0172 012236 -371.50612:[8154.77775:-52.32184:-51.83287] 0.0000137824
0173 012297 -371.50103:[8154.77900:-52.31992:-51.82974] 0.0000137165
0174 012353 -371.49596:[8154.78030:-52.31803:-51.82661] 0.0000136454
0175 012419 -371.49092:[8154.78164:-52.31618:-51.82347] 0.0000135708
0176 012486 -371.48590:[8154.78302:-52.31436:-51.82033] 0.0000134952
0177 012555 -371.48092:[8154.78444:-52.31257:-51.81718] 0.0000134225
0178 012623 -371.47595:[8154.78589:-52.31081:-51.81403] 0.0000133559
0179 012693 -371.47102:[8154.78738:-52.30908:-51.81087] 0.0000132955
0180 012759 -371.46610:[8154.78891:-52.30738:-51.80770] 0.0000132397
0181 012826 -371.46120:[8154.79046:-52.30571:-51.80453] 0.0000131867
0182 012898 -371.45632:[8154.79205:-52.30406:-51.80135] 0.0000131352
0183 012957 -371.45146:[8154.79367:-52.30244:-51.79816] 0.0000130843
0184 013017 -371.44662:[8154.79532:-52.30083:-51.79497] 0.0000130337
0185 013084 -371.44179:[8154.79700:-52.29926:-51.79178] 0.0000129839
0186 013150 -371.43699:[8154.79870:-52.29770:-51.78858] 0.0000129350
0187 013218 -371.43220:[8154.80042:-52.29616:-51.78538] 0.0000128867
0188 013292 -371.42744:[8154.80217:-52.29465:-51.78218] 0.0000128379
0189 013367 -371.42269:[8154.80394:-52.29315:-51.77898] 0.0000127878
0190 013435 -371.41796:[8154.80572:-52.29167:-51.77578] 0.0000127362
0191 013508 -371.41324:[8154.80752:-52.29021:-51.77258] 0.0000126833
0192 013568 -371.40855:[8154.80934:-52.28876:-51.76939] 0.0000126290
0193 013629 -371.40388:[8154.81116:-52.28734:-51.76619] 0.0000125735
0194 013698 -371.39923:[8154.81300:-52.28592:-51.76301] 0.0000125186
0195 013768 -371.39460:[8154.81486:-52.28453:-51.75982] 0.0000124663
0196 013840 -371.38999:[8154.81672:-52.28314:-51.75664] 0.0000124163
0197 013912 -371.38540:[8154.81859:-52.28178:-51.75347] 0.0000123667
0198 013981 -371.38083:[8154.82047:-52.28042:-51.75030] 0.0000123156
0199 014051 -371.37627:[8154.82236:-52.27908:-51.74714] 0.0000122621
0200 014119 -371.37174:[8154.82425:-52.27775:-51.74398] 0.0000122038
Start evaluating ...
  Columns 1 through 7

    0.0103    0.0109    0.0113    0.0121    0.0129    0.0131    0.0135

  Columns 8 through 10

    0.0138    0.0141    0.0144

    0.0041

Elapsed time is 14223.595375 seconds.
