nohup: ignoring input

                            < M A T L A B (R) >
                  Copyright 1984-2016 The MathWorks, Inc.
                   R2016a (9.0.0.341360) 64-bit (glnxa64)
0035 003032 -952.31121:[24476.11388:-151.36565:-6.04602] 0.0039685118
0036 003110 -948.71245:[24476.16841:-147.79838:-6.17521] 0.0037789761
0037 003189 -945.29504:[24476.20450:-144.40301:-6.30435] 0.0036021570
0038 003305 -942.04612:[24476.22371:-141.16747:-6.43340] 0.0034369382
0039 003383 -938.95402:[24476.22744:-138.08081:-6.56233] 0.0032823240
0040 003462 -936.00812:[24476.21697:-135.13308:-6.69113] 0.0031374238
0041 003540 -933.19875:[24476.19343:-132.31518:-6.81978] 0.0030014394
0042 003619 -930.51706:[24476.15785:-129.61879:-6.94825] 0.0028736536
0043 003698 -927.95495:[24476.11118:-127.03631:-7.07653] 0.0027534202
0044 003779 -925.50501:[24476.05425:-124.56074:-7.20459] 0.0026401556
0045 003858 -923.16040:[24475.98785:-122.18565:-7.33243] 0.0025333320
0046 003937 -920.91484:[24475.91266:-119.90513:-7.46003] 0.0024324706
0047 004015 -918.76253:[24475.82934:-117.71372:-7.58736] 0.0023371367
0048 004093 -916.69813:[24475.73848:-115.60635:-7.71443] 0.0022469348
0049 004172 -914.71669:[24475.64061:-113.57837:-7.84120] 0.0021615045
0050 004250 -912.81360:[24475.53623:-111.62545:-7.96768] 0.0020805167
0051 004331 -910.98463:[24475.42581:-109.74355:-8.09384] 0.0020036704
0052 004410 -909.22580:[24475.30975:-107.92895:-8.21968] 0.0019306898
0053 004488 -907.53344:[24475.18846:-106.17815:-8.34519] 0.0018613211
0054 004567 -905.90411:[24475.06230:-104.48793:-8.47034] 0.0017953311
0055 004645 -904.33463:[24474.93159:-102.85526:-8.59514] 0.0017325050
0056 004723 -902.82200:[24474.79664:-101.27729:-8.71958] 0.0016726445
0057 004802 -901.36343:[24474.65775:-99.75141:-8.84364] 0.0016155670
0058 004880 -899.95631:[24474.51519:-98.27511:-8.96733] 0.0015611036
0059 004959 -898.59818:[24474.36918:-96.84609:-9.09062] 0.0015090983
0060 005037 -897.28676:[24474.21999:-95.46217:-9.21353] 0.0014594067
0061 005115 -896.01989:[24474.06780:-94.12129:-9.33604] 0.0014118951
0062 005194 -894.79553:[24473.91284:-92.82154:-9.45814] 0.0013664392
0063 005272 -893.61179:[24473.75528:-91.56111:-9.57984] 0.0013229235
0064 005350 -892.46686:[24473.59532:-90.33828:-9.70112] 0.0012812407
0065 005428 -891.35904:[24473.43310:-89.15145:-9.82199] 0.0012412912
0066 005507 -890.28676:[24473.26880:-87.99910:-9.94243] 0.0012029819
0067 005585 -889.24848:[24473.10255:-86.87980:-10.06245] 0.0011662257
0068 005663 -888.24279:[24472.93450:-85.79220:-10.18203] 0.0011309415
0069 005741 -887.26834:[24472.76478:-84.73500:-10.30117] 0.0010970530
0070 005819 -886.32386:[24472.59351:-83.70701:-10.41987] 0.0010644889
0071 005898 -885.40812:[24472.42080:-82.70705:-10.53812] 0.0010331822
0072 005976 -884.51999:[24472.24677:-81.73406:-10.65592] 0.0010030703
0073 006055 -883.65839:[24472.07151:-80.78699:-10.77326] 0.0009740940
0074 006133 -882.82227:[24471.89513:-79.86486:-10.89015] 0.0009461979
0075 006211 -882.01067:[24471.71771:-78.96674:-11.00657] 0.0009193300
0076 006290 -881.22264:[24471.53935:-78.09174:-11.12253] 0.0008934419
0077 006368 -880.45731:[24471.36013:-77.23902:-11.23803] 0.0008684879
0078 006447 -879.71383:[24471.18011:-76.40777:-11.35306] 0.0008444248
0079 006525 -878.99140:[24470.99939:-75.59723:-11.46761] 0.0008212115
0080 006604 -878.28925:[24470.81802:-74.80667:-11.58169] 0.0007988095
0081 006683 -877.60666:[24470.63608:-74.03539:-11.69530] 0.0007771824
0082 006761 -876.94293:[24470.45363:-73.28273:-11.80843] 0.0007562960
0083 006840 -876.29740:[24470.27073:-72.54807:-11.92107] 0.0007361182
0084 006918 -875.66943:[24470.08743:-71.83078:-12.03324] 0.0007166184
0085 006997 -875.05841:[24469.90379:-71.13029:-12.14492] 0.0006977675
0086 007075 -874.46378:[24469.71986:-70.44606:-12.25611] 0.0006795383
0087 007153 -873.88497:[24469.53569:-69.77755:-12.36682] 0.0006619047
0088 007232 -873.32145:[24469.35134:-69.12425:-12.47703] 0.0006448422
0089 007310 -872.77272:[24469.16684:-68.48569:-12.58676] 0.0006283274
0090 007388 -872.23829:[24468.98223:-67.86139:-12.69599] 0.0006123381
0091 007466 -871.71769:[24468.79756:-67.25091:-12.80472] 0.0005968536
0092 007545 -871.21047:[24468.61287:-66.65383:-12.91296] 0.0005818540
0093 007623 -870.71622:[24468.42820:-66.06973:-13.02070] 0.0005673203
0094 007706 -870.23451:[24468.24358:-65.49822:-13.12793] 0.0005532338
0095 007784 -869.76495:[24468.05904:-64.93892:-13.23466] 0.0005395771
0096 007862 -869.30716:[24467.87462:-64.39148:-13.34089] 0.0005263331
0097 007939 -868.86079:[24467.69034:-63.85553:-13.44662] 0.0005134859
0098 008017 -868.42547:[24467.50624:-63.33076:-13.55184] 0.0005010205
0099 008095 -868.00088:[24467.32235:-62.81682:-13.65656] 0.0004889229
0100 008174 -867.58669:[24467.13868:-62.31343:-13.76077] 0.0004771796
0101 008268 -867.18258:[24466.95526:-61.82026:-13.86448] 0.0004657780
0102 008347 -866.78827:[24466.77213:-61.33705:-13.96768] 0.0004547056
0103 008425 -866.40346:[24466.58930:-60.86351:-14.07038] 0.0004439507
0104 008503 -866.02787:[24466.40679:-60.39937:-14.17256] 0.0004335019
0105 008582 -865.66124:[24466.22463:-59.94438:-14.27425] 0.0004233484
0106 008660 -865.30331:[24466.04284:-59.49829:-14.37543] 0.0004134797
0107 008738 -864.95382:[24465.86143:-59.06087:-14.47610] 0.0004038859
0108 008816 -864.61255:[24465.68043:-58.63187:-14.57626] 0.0003945571
0109 008894 -864.27925:[24465.49985:-58.21107:-14.67592] 0.0003854839
0110 008971 -863.95372:[24465.31971:-57.79827:-14.77508] 0.0003766576
0111 009049 -863.63572:[24465.14002:-57.39326:-14.87374] 0.0003680697
0112 009126 -863.32506:[24464.96079:-56.99582:-14.97189] 0.0003597126
0113 009204 -863.02153:[24464.78206:-56.60578:-15.06954] 0.0003515786
0114 009284 -862.72495:[24464.60381:-56.22293:-15.16670] 0.0003436607
0115 009362 -862.43511:[24464.42608:-55.84711:-15.26335] 0.0003359520
0116 009440 -862.15185:[24464.24887:-55.47813:-15.35951] 0.0003284462
0117 009519 -861.87498:[24464.07220:-55.11583:-15.45517] 0.0003211370
0118 009598 -861.60434:[24463.89608:-54.76004:-15.55033] 0.0003140182
0119 009676 -861.33975:[24463.72052:-54.41059:-15.64500] 0.0003070834
0120 009755 -861.08107:[24463.54553:-54.06735:-15.73917] 0.0003003264
0121 009834 -860.82813:[24463.37112:-53.73015:-15.83285] 0.0002937417
0122 009912 -860.58080:[24463.19730:-53.39886:-15.92603] 0.0002873235
0123 009991 -860.33892:[24463.02409:-53.07333:-16.01872] 0.0002810668
0124 010070 -860.10235:[24462.85149:-52.75343:-16.11093] 0.0002749664
0125 010148 -859.87097:[24462.67950:-52.43902:-16.20264] 0.0002690176
0126 010227 -859.64464:[24462.50814:-52.12998:-16.29388] 0.0002632160
0127 010306 -859.42323:[24462.33742:-51.82619:-16.38462] 0.0002575575
0128 010385 -859.20662:[24462.16733:-51.52752:-16.47489] 0.0002520379
0129 010464 -858.99470:[24461.99790:-51.23385:-16.56467] 0.0002466530
0130 010543 -858.78734:[24461.82913:-50.94508:-16.65398] 0.0002413987
0131 010621 -858.58443:[24461.66102:-50.66109:-16.74280] 0.0002362711
0132 010699 -858.38587:[24461.49358:-50.38179:-16.83115] 0.0002312663
0133 010778 -858.19155:[24461.32682:-50.10705:-16.91903] 0.0002263808
0134 010857 -858.00136:[24461.16074:-49.83679:-17.00644] 0.0002216112
0135 010935 -857.81521:[24460.99535:-49.57090:-17.09337] 0.0002169544
0136 011013 -857.63301:[24460.83066:-49.30929:-17.17984] 0.0002124076
0137 011093 -857.45465:[24460.66667:-49.05187:-17.26584] 0.0002079678
0138 011172 -857.28004:[24460.50339:-48.79855:-17.35138] 0.0002036321
0139 011250 -857.10910:[24460.34081:-48.54923:-17.43645] 0.0001993973
0140 011329 -856.94174:[24460.17896:-48.30385:-17.52105] 0.0001952606
0141 011407 -856.77788:[24460.01783:-48.06230:-17.60520] 0.0001912192
0142 011486 -856.61743:[24459.85743:-47.82452:-17.68888] 0.0001872706
0143 011564 -856.46032:[24459.69776:-47.59042:-17.77211] 0.0001834121
0144 011642 -856.30646:[24459.53883:-47.35994:-17.85488] 0.0001796415
0145 011720 -856.15579:[24459.38064:-47.13298:-17.93720] 0.0001759563
0146 011798 -856.00823:[24459.22320:-46.90949:-18.01906] 0.0001723541
0147 011876 -855.86370:[24459.06650:-46.68939:-18.10047] 0.0001688329
0148 011955 -855.72215:[24458.91056:-46.47262:-18.18143] 0.0001653906
0149 012033 -855.58350:[24458.75538:-46.25910:-18.26194] 0.0001620253
0150 012111 -855.44769:[24458.60096:-46.04878:-18.34200] 0.0001587352
0151 012190 -855.31465:[24458.44731:-45.84159:-18.42161] 0.0001555182
0152 012268 -855.18433:[24458.29442:-45.63746:-18.50078] 0.0001523723
0153 012346 -855.05665:[24458.14231:-45.43635:-18.57950] 0.0001492957
0154 012424 -854.93157:[24457.99098:-45.23819:-18.65778] 0.0001462866
0155 012501 -854.80902:[24457.84042:-45.04292:-18.73561] 0.0001433433
0156 012579 -854.68895:[24457.69064:-44.85050:-18.81300] 0.0001404643
0157 012656 -854.57130:[24457.54165:-44.66085:-18.88995] 0.0001376479
0158 012734 -854.45603:[24457.39345:-44.47395:-18.96646] 0.0001348929
0159 012812 -854.34307:[24457.24604:-44.28972:-19.04253] 0.0001321977
0160 012890 -854.23238:[24457.09942:-44.10813:-19.11816] 0.0001295610
0161 012968 -854.12391:[24456.95360:-43.92912:-19.19335] 0.0001269812
0162 013046 -854.01761:[24456.80858:-43.75264:-19.26811] 0.0001244572
0163 013124 -853.91343:[24456.66435:-43.57866:-19.34242] 0.0001219876
0164 013202 -853.81133:[24456.52093:-43.40712:-19.41630] 0.0001195712
0165 013279 -853.71125:[24456.37831:-43.23798:-19.48974] 0.0001172065
0166 013357 -853.61317:[24456.23650:-43.07120:-19.56274] 0.0001148923
0167 013435 -853.51703:[24456.09550:-42.90674:-19.63531] 0.0001126273
0168 013513 -853.42279:[24455.95531:-42.74455:-19.70744] 0.0001104106
0169 013592 -853.33042:[24455.81592:-42.58459:-19.77914] 0.0001082410
0170 013670 -853.23986:[24455.67735:-42.42683:-19.85040] 0.0001061175
0171 013748 -853.15109:[24455.53959:-42.27123:-19.92123] 0.0001040388
0172 013826 -853.06407:[24455.40265:-42.11775:-19.99163] 0.0001020038
0173 013904 -852.97875:[24455.26651:-41.96635:-20.06159] 0.0001000113
0174 013982 -852.89511:[24455.13120:-41.81700:-20.13112] 0.0000980604
0175 014060 -852.81310:[24454.99669:-41.66966:-20.20022] 0.0000961500
0176 014138 -852.73270:[24454.86301:-41.52431:-20.26888] 0.0000942795
0177 014216 -852.65387:[24454.73013:-41.38089:-20.33712] 0.0000924479
0178 014294 -852.57657:[24454.59807:-41.23940:-20.40493] 0.0000906546
0179 014372 -852.50078:[24454.46683:-41.09978:-20.47231] 0.0000888985
0180 014450 -852.42646:[24454.33640:-40.96201:-20.53926] 0.0000871787
0181 014528 -852.35358:[24454.20678:-40.82607:-20.60579] 0.0000854944
0182 014607 -852.28211:[24454.07798:-40.69191:-20.67189] 0.0000838445
0183 014685 -852.21203:[24453.94999:-40.55952:-20.73756] 0.0000822284
0184 014764 -852.14331:[24453.82281:-40.42885:-20.80281] 0.0000806452
0185 014842 -852.07591:[24453.69644:-40.29989:-20.86764] 0.0000790943
0186 014921 -852.00981:[24453.57087:-40.17261:-20.93204] 0.0000775749
0187 014999 -851.94498:[24453.44612:-40.04698:-20.99602] 0.0000760863
0188 015076 -851.88140:[24453.32217:-39.92297:-21.05958] 0.0000746281
0189 015155 -851.81904:[24453.19902:-39.80056:-21.12273] 0.0000731997
0190 015233 -851.75788:[24453.07668:-39.67972:-21.18545] 0.0000718007
0191 015311 -851.69789:[24452.95514:-39.56043:-21.24776] 0.0000704304
0192 015390 -851.63905:[24452.83440:-39.44267:-21.30965] 0.0000690878
0193 015468 -851.58133:[24452.71446:-39.32640:-21.37113] 0.0000677723
0194 015546 -851.52472:[24452.59532:-39.21161:-21.43219] 0.0000664833
0195 015625 -851.46918:[24452.47697:-39.09828:-21.49284] 0.0000652201
0196 015703 -851.41470:[24452.35941:-38.98638:-21.55307] 0.0000639822
0197 015780 -851.36126:[24452.24264:-38.87588:-21.61290] 0.0000627692
0198 015855 -851.30883:[24452.12666:-38.76678:-21.67232] 0.0000615804
0199 015931 -851.25740:[24452.01147:-38.65904:-21.73133] 0.0000604154
0200 016007 -851.20694:[24451.89706:-38.55264:-21.78993] 0.0000592736
Start evaluating ...
  Columns 1 through 7

    0.0611    0.0756    0.0794    0.0816    0.0827    0.0834    0.0839

  Columns 8 through 10

    0.0844    0.0848    0.0853

    0.0144

Elapsed time is 16078.057636 seconds.
